paper_id,title,first_author,publication_year,journal,doi,abstract_or_summary,source_api,is_open_access,has_abstract,has_fulltext,document_type,retrieval_query,retrieval_date,screening_status,screening_notes,relevance_score,extractability_score,priority_score,likely_ni_based,likely_contains_conditions,likely_contains_performance,exclude_reason,final_priority_label
paper_0096,Steam reforming of methane to hydrogen over Ni-based metal monolith catalysts,Pingyi Wu,2009,Catalysis Today,10.1016/j.cattod.2009.01.031,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || SRM catalyst methane || methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,low_priority
paper_0101,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,D. Hari Prasad,2010,Applied Catalysis B: Environmental,10.1016/j.apcatb.2010.10.026,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,85,65,77.0,yes,no,yes,,low_priority
paper_0105,Kinetic of methane steam reforming reaction over nickel- and rhodium-based catalysts,M. Zeppieri,2010,Applied Catalysis A General,10.1016/j.apcata.2010.08.017,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,low_priority
paper_0109,Suppression of carbon formation in steam reforming of methane by addition of Co into Ni/ZrO2 catalysts,D. Harshini,2010,Korean Journal of Chemical Engineering,10.1007/s11814-010-0095-9,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,low_priority
paper_0111,Carbon formation and steam reforming of methane on silica supported nickel catalysts,Xueyan Guo,2011,Catalysis Communications,10.1016/j.catcom.2011.12.031,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,low_priority
paper_0115,Methane Steam Reforming Over Ni/NiAl2O4 Catalyst: The Effect of Steam-to-Methane Ratio,Sprung,2011,Topics in Catalysis,10.1007/s11244-011-9726-6,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,low_priority
paper_0120,Ru/Ni/MgAl2O4 catalysts for steam reforming of methane: effects of Ru content on self-activation property,Seung-Chan Baek,2011,Research on Chemical Intermediates,10.1007/s11164-011-0462-0,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,low_priority
paper_0121,Steam Reforming of Methane Over Nickel: Development of a Multi-Step Surface Reaction Mechanism,Lubow Maier,2011,Topics in Catalysis,10.1007/s11244-011-9702-1,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,low_priority
paper_0136,Methane Steam Reforming Kinetics on a Ni/Mg/K/Al2O3 Catalyst,Robinson,2013,Topics in Catalysis,10.1007/s11244-013-0106-2,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,low_priority
paper_0137,New synthesis strategies for Ni/Al2O3-Sil-1 core–shell catalysts for steam reforming of methane,Jian Zhang,2013,Catalysis Today,10.1016/j.cattod.2013.10.068,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,low_priority
paper_0147,Tuning the Performance of Ni‐Based Catalyst by Doping Coinage Metal on Steam Reforming of Methane and Carbon‐Tolerance,M. Wang,2014,Fuel Cells,10.1002/fuce.201300254,"Abstract Density functional theory (DFT) calculations are employed to investigate the key reactions in steam reforming of methane (SRM) on Ni‐based bimetallic surface alloys, including the dissociation of CH 4 and H 2 O, the oxidation of CH by oxygen atom to form formyl (CHO), and the dehydrogenation of CHO to form carbon monoxide (CO). The aim of this investigation is to hunt for an optimal catalyst for SRM, which can inhibit carbon formation while maintaining high activity to the SRM. Coinage metal impurity (Au, Ag, and Cu) doped Ni catalysts have been proven to inhibit carbon deposition. In this work, we focus on investigating the doping effects on some leading processes in SRM. It is found that the coinage metal doping has a little effect on the two‐step dissociation of H 2 O, which has a linear correlation between the dissociation barriers and the OH–H coadsorption energies. In addition, the dehydrogenation of CHO is kinetically favorable on all alloy surfaces. However, for the CH oxidation to CHO, only the Ni–Cu surface remains high activity. These results suggest that Ni–Cu bimetallic material is an excellent active carbon‐tolerance SRM catalyst for solid‐oxide fuel cells.",crossref;openalex,no,yes,yes,journal_article,Ni-based steam reforming of methane catalyst || SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,80,77.0,no,no,yes,,low_priority
paper_0155,Steam reforming of methane over Ni/SiO2 catalyst with enhanced coke resistance at low steam to methane ratio,Yao Zhang,2015,Catalysis Today,10.1016/j.cattod.2015.01.016,,crossref;openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || SRM catalyst methane || methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,low_priority
paper_0157,Characterization and performance evaluation of Ni-based catalysts with Ce promoter for methane and hydrocarbons steam reforming process,Xia Yang,2016,Fuel,10.1016/j.fuel.2016.03.104,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,85,65,77.0,yes,no,yes,,low_priority
paper_0187,Kinetics of steam reforming of methane on Rh–Ni/MgAl2O4 catalyst,Katheria,2020,"Reaction Kinetics, Mechanisms and Catalysis",10.1007/s11144-020-01767-y,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,low_priority
paper_0195,"Ni/LaBO3 (B = Al, Cr, Fe) Catalysts for Steam Reforming of Methane (SRM): On the Interaction Between Ni and LaBO3 Perovskites with Differed Fine Structures",Menghe Yang,2021,Catalysis Surveys from Asia,10.1007/s10563-021-09343-7,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,low_priority
paper_0199,Hollow sphere Ni-based catalysts promoted with cerium for steam reforming of methane,Maryam Meshksar,2022,Journal of the Energy Institute,10.1016/j.joei.2022.10.006,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,low_priority
paper_0204,Nanoparticle Mobility and Coalescence During Sintering of a Ni/MgAl2O4 Methane Steam Reforming Catalyst,Hansen,2023,Microscopy and Microanalysis,10.1093/micmic/ozad067.831,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,low_priority
paper_0205,Ni/Al2O3 supported on cordierite monoliths for methane steam reforming: Influence of catalyst coating methodology,Pereira,2023,Catalysis Communications,10.1016/j.catcom.2023.106759,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,low_priority
paper_0208,Steam reforming of methane over nickel-aluminum spinel-derived catalyst,Xi Ding,2023,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2023.09.167,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,low_priority
paper_0222,AI-Driven Catalyst Optimization in Methane Steam Reforming: A Hybrid HGBO–VIKOR and ConvLSTM Framework for Sustainable Hydrogen Production,Qahtani,2026,Sustainability,10.3390/su18083717,"Methane steam reforming (MSR) is the most widely used industrial process for hydrogen production. However, catalyst deactivation, carbon emissions, and energy inefficiencies limit its sustainable performance. Therefore, improving catalyst selection and optimizing operating conditions are essential for efficient hydrogen generation. This study proposes an artificial intelligence-driven framework to optimize catalyst–condition combinations in MSR systems. The framework integrates Hybrid Golden Beetle Optimization (HGBO), VIKOR-based multi-criteria decision making, and Convolutional Long Short-Term Memory (ConvLSTM) modeling. HGBO explores the solution space and generates Pareto-optimal combinations of catalysts and operating conditions. These solutions are then ranked using the VIKOR method. The ranking considers hydrogen yield, methane conversion, energy efficiency, CO2 emissions, and catalyst lifetime. Economic feasibility is also included in the decision process. ConvLSTM modeling captures spatiotemporal relationships in catalyst and process data and predicts catalyst degradation under different operating conditions. The framework is evaluated using 620 experimentally reported MSR cases collected from the published literature within industrial ranges of 600–1200 °C, 1–40 bar, and H2O/CH4 ratios of 1–6. The optimized configurations achieve hydrogen yields up to 98.5%, energy efficiency approaching 99%, and reduced CO2 emissions of about 0.85 kg h−1. The results provide practical guidance for catalyst selection and process optimization in industrial hydrogen production systems.",crossref,unclear,yes,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,80,77.0,no,no,yes,,low_priority
paper_0049,Methane steam reforming over Ce–ZrO2-supported noble metal catalysts at low temperature,Katsuki Kusakabe,2004,Fuel Processing Technology,10.1016/j.fuproc.2004.05.003,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,70,73.0,no,yes,no,,low_priority
paper_0113,Low temperature steam reforming of methane over Ni–Ce(1−)Zr()O2 catalysts under severe conditions,Hyun‐Seog Roh,2011,Renewable Energy,10.1016/j.renene.2011.08.013,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || SRM catalyst methane || methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,70,73.0,no,yes,no,,low_priority
paper_0114,Low temperature steam reforming of methane over metal catalyst supported on CexZr1−xO2 in an electric field,Yasushi Sekine,2011,Catalysis Today,10.1016/j.cattod.2011.03.076,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,70,73.0,no,yes,no,,low_priority
paper_0125,Thermodynamic and experimental study of combined dry and steam reforming of methane on Ru/ ZrO2-La2O3 catalyst at low temperature,M.A. Soria,2011,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2011.08.117,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,70,73.0,no,yes,no,,low_priority
paper_0135,Low temperature hydrogen production by catalytic steam reforming of methane in an electric field,Kazumasa Oshima,2013,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2012.12.069,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,65,85,73.0,no,yes,yes,,low_priority
paper_0148,Catalyst development for steam reforming of methane and model biogas at low temperature,Sofia Angeli,2015,Applied Catalysis B: Environmental,10.1016/j.apcatb.2015.07.039,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,70,73.0,no,yes,no,,low_priority
paper_0168,Low temperature steam reforming of methane using metal oxide promoted Ni-Ce0.8Zr0.2O2 catalysts in a compact reformer,Hak-Min Kim,2017,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2017.11.058,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,70,73.0,no,yes,no,,low_priority
paper_0005,On the nature of carbon in Ni/$alpha;-Al2O3 catalyst deactivated by the methane-steam reforming reaction,DEDEKEN,1981,Journal of Catalysis,10.1016/0021-9517(81)90332-8,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,85,50,71.0,yes,no,no,,low_priority
paper_0007,Carbon deposition and methane steam reforming on silica-supported Ni$z.sbnd;Cu catalysts,C. A. Bernardo,1985,Journal of Catalysis,10.1016/0021-9517(85)90320-3,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,65,71.0,no,no,yes,,low_priority
paper_0009,Catalytic deactivation of methane steam reforming catalysts. 1. Activation,M. Agnelli,1987,Industrial & Engineering Chemistry Research,10.1021/ie00068a037,"ADVERTISEMENT RETURN TO ISSUEPREVArticleNEXTCatalytic deactivation of methane steam reforming catalysts. 1. ActivationMiriam E. Agnelli, Esther N. Ponzi, and Mario C. DemicheliCite this: Ind. Eng. Chem. Res. 1987, 26, 8, 1704–1707Publication Date (Print):August 1, 1987Publication History Published online1 May 2002Published inissue 1 August 1987https://pubs.acs.org/doi/10.1021/ie00068a037https://doi.org/10.1021/ie00068a037research-articleACS PublicationsRequest reuse permissionsArticle Views366Altmetric-Citations14LEARN ABOUT THESE METRICSArticle Views are the COUNTER-compliant sum of full text article downloads since November 2008 (both PDF and HTML) across all institutions and individuals. These metrics are regularly updated to reflect usage leading up to the last few days.Citations are the number of other articles citing this article, calculated by Crossref and updated daily. Find more information about Crossref citation counts.The Altmetric Attention Score is a quantitative measure of the attention that a research article has received online. Clicking on the donut icon will load a page at altmetric.com with additional details about the score and the social media presence for the given article. Find more information on the Altmetric Attention Score and how the score is calculated. Share Add toView InAdd Full Text with ReferenceAdd Description ExportRISCitationCitation and abstractCitation and referencesMore Options Share onFacebookTwitterWechatLinked InRedditEmail Other access optionsGet e-Alertsclose Get e-Alerts",openalex,no,yes,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,65,71.0,no,no,no,,low_priority
paper_0010,Catalytic deactivation on methane steam reforming catalysts. 2. Kinetic study,M. Agnelli,1987,Industrial & Engineering Chemistry Research,10.1021/ie00068a038,"ADVERTISEMENT RETURN TO ISSUEPREVArticleNEXTCatalytic deactivation on methane steam reforming catalysts. 2. Kinetic studyMiriam E. Agnelli, Esther N. Ponzi, and Avedis A. YeramianCite this: Ind. Eng. Chem. Res. 1987, 26, 8, 1707–1713Publication Date (Print):August 1, 1987Publication History Published online1 May 2002Published inissue 1 August 1987https://pubs.acs.org/doi/10.1021/ie00068a038https://doi.org/10.1021/ie00068a038research-articleACS PublicationsRequest reuse permissionsArticle Views451Altmetric-Citations16LEARN ABOUT THESE METRICSArticle Views are the COUNTER-compliant sum of full text article downloads since November 2008 (both PDF and HTML) across all institutions and individuals. These metrics are regularly updated to reflect usage leading up to the last few days.Citations are the number of other articles citing this article, calculated by Crossref and updated daily. Find more information about Crossref citation counts.The Altmetric Attention Score is a quantitative measure of the attention that a research article has received online. Clicking on the donut icon will load a page at altmetric.com with additional details about the score and the social media presence for the given article. Find more information on the Altmetric Attention Score and how the score is calculated. Share Add toView InAdd Full Text with ReferenceAdd Description ExportRISCitationCitation and abstractCitation and referencesMore Options Share onFacebookTwitterWechatLinked InRedditEmail Other access optionsGet e-Alertsclose Get e-Alerts",openalex,no,yes,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,65,71.0,no,no,no,,low_priority
paper_0016,A fluidized bed membrane reactor for the steam reforming of methane,Alaa-Eldin M. Adris,1991,The Canadian Journal of Chemical Engineering,10.1002/cjce.5450690504,"Abstract In the present investigation a realistic two‐phase model accounting for the change in the total number of moles accompanying the reaction is utilized to explore a novel reactor configuration suggested for the methane steam reforming process. The suggested design is basically a fluidized bed reactor equipped with a bundle of membrane tubes. These tubes remove the main product, hydrogen, from the reacting gas mixture and drive the reaction beyond its thermodynamic equilibrium. The proposed novel design is also equipped with sodium heat pipes which act as a thermal flux transformer to provide the large amount of heat needed by the endothermic reaction through a relatively small heat transfer surface, assuring better reactor compactness. Two options for fluid routing through the membrane tubes are proposed; each is suitable for a certain industrial application. The performance of this novel configuration is compared with that of an industrial fixed bed steam reformer and the comparison shows the potential advantages of the suggested configuration.",openalex,no,yes,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,65,80,71.0,no,no,yes,,low_priority
paper_0021,Internal steam reforming of methane over Ni-based electrode in solid oxide fuel cells,V. D. Belyaev,1995,Applied Catalysis A General,10.1016/0926-860x(95)00184-0,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,85,50,71.0,yes,no,no,,low_priority
paper_0027,"Activity of NiAl2O4 Catalyst for Steam Reforming of
                                                Methane Under Internal Reforming Fuel Cell
                                                Conditions",Kou,1999,ECS Proceedings Volumes,10.1149/199919.0640pv,,crossref,unclear,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,65,71.0,no,no,yes,,low_priority
paper_0041,The effect of CeO2 structure on the activity of supported Pd catalysts used for methane steam reforming,Radu Crăciun,2002,Applied Catalysis A General,10.1016/s0926-860x(01)01003-1,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,65,71.0,no,no,yes,,low_priority
paper_0059,Performance of NiO–MgO solid solution-supported Pt catalysts in oxidative steam reforming of methane,Mohammad Nurunnabi,2005,Applied Catalysis A General,10.1016/j.apcata.2005.06.022,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,65,71.0,no,no,yes,,low_priority
paper_0083,Methane steam reforming for hydrogen production using low water-ratios without carbon formation over ceria coated Ni catalysts,Jiahui Xu,2008,Applied Catalysis A General,10.1016/j.apcata.2008.02.044,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,65,71.0,no,no,yes,,low_priority
paper_0094,Performance of La1−xCexFe0.7Ni0.3O3 perovskite catalysts for methane steam reforming,Sang Ok Choi,2009,Catalysis Today,10.1016/j.cattod.2009.02.023,,openalex,no,no,yes,journal_article,SRM catalyst methane || methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,65,71.0,no,no,yes,,low_priority
paper_0099,Catalytic performance of Ni catalysts for steam reforming of methane at high space velocity,Xuli Zhai,2010,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2010.10.053,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || SRM catalyst methane || methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,65,71.0,no,no,yes,,low_priority
paper_0102,Efficient Utilization of Greenhouse Gas in a Gas-to-Liquids Process Combined with Carbon Dioxide Reforming of Methane,Kyoung‐Su Ha,2010,Environmental Science & Technology,10.1021/es902784x,"A process model for a gas-to-liquids (GTL) process mainly producing Fischer-Tropsch (FT) synthetic oils has been developed to assess the effects of reforming methods, recycle ratio of unreacted syngas mixture on the process efficiency and the greenhouse gas (GHG) emission. The reforming unit of our study is composed of both steam reforming of methane (SRM) and carbon dioxide reforming of methane (CDR) to form syngas, which gives composition flexibility, reduction in GHG emission, and higher cost-competitiveness. With recycling, it is found that zero emission of CO(2) from the process can be realized and the required amount of natural gas (NG) can be significantly reduced. This GTL process model has been built by using Aspen Plus software, and it is mainly composed of a feeding unit, a reforming unit, an FT synthesis unit, several separation units and a recycling unit. The composition flexibility of the syngas mixture due to the two different types of reforming reactions raises an issue that in order to attain the optimized feed composition of FT synthesis the amount of flow rate of each component in the fresh feed mixture should be determined considering the effects of the recycle and its split ratio. In the FT synthesis unit, the 15 representative reactions for the chain growth and water gas shift on the cobalt-based catalyst are considered. After FT synthesis, the unreacted syngas mixture is recycled to the reforming unit or the FT synthesis unit or both to enhance process efficiency. The effect of the split ratio, the recycle flow rate to the FT reactor over the recycle flow rate to the reforming unit, on the efficiency of the process was also investigated. This work shows that greater recycle to the reforming unit is less effective than that to the FT synthesis unit from the standpoint of the net heat efficiency of the process, since the reforming reactions are greatly endothermic and greater recycle to the reformer requires more energy.",openalex,no,yes,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,65,71.0,no,no,no,,low_priority
paper_0124,Thermal and hydrothermal stability of a metal monolithic anodic alumina support for steam reforming of methane,Yu Guo,2011,Chemical Engineering Journal,10.1016/j.cej.2011.01.036,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,65,71.0,no,no,yes,,low_priority
paper_0131,<i>In silico</i>search for novel methane steam reforming catalysts,Yue Xu,2013,New Journal of Physics,10.1088/1367-2630/15/12/125021,"This paper demonstrates a method for screening transition metal and metal alloy catalysts based on their predicted rates and stabilities for a given catalytic reaction. This method involves combining reaction and activation energies (available to the public via a web-based application ‘ CatApp ’) with a microkinetic modeling technique to predict the rates and selectivities of a prospective material. This paper illustrates this screening technique using the steam reforming of methane to carbon monoxide and hydrogen as a test reaction. While catalysts are already commercially available for this process, the method demonstrated in this paper is very general and could be applied to a wide range of catalytic reactions. Following the steps outlined herein, such an analysis could potentially enable researchers to understand reaction mechanisms on a fundamental level and, on this basis, develop leads for new metal alloy catalysts.",openalex,yes,yes,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,65,71.0,no,no,no,,low_priority
paper_0160,"High catalytic activity and stability of ZnLaAlO4 supported Ni, Pt and Ru nanocatalysts applied in the dry, steam and combined dry-steam reforming of methane",Yasin Khani,2016,Chemical Engineering Journal,10.1016/j.cej.2016.04.108,,openalex,no,no,yes,journal_article,SRM catalyst methane || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,65,71.0,no,no,yes,,low_priority
paper_0193,Ultracompact methane steam reforming reactor based on microwaves susceptible structured catalysts for distributed hydrogen production,Eugenio Meloni,2020,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2020.06.299,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,65,71.0,no,no,yes,,low_priority
paper_0202,"Hydrogen production by steam reforming of methane over hollow, bulk, and co-precipitated Ni–Ce–Al2O3 catalysts: Optimization via design of experiments",Maryam Meshksar,2023,Journal of the Energy Institute,10.1016/j.joei.2023.101344,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,65,71.0,no,no,yes,,low_priority
paper_0188,Modeling of low temperature steam reforming of flare gas to methane-rich fuel gas on Ni catalyst in different types of reactors,Shigarov,2020,Chemical Engineering Journal,10.1016/j.cej.2020.125313,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,65,70,67.0,no,yes,no,,low_priority
paper_0014,Steam reforming of hydrocarbons on noble metal catalysts. (Part 8). Steam reforming of methane on supported ruthenium catalysts.,KIKUCHI,1990,Journal of The Japan Petroleum Institute,10.1627/jpi1958.33.152,,crossref,unclear,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,50,65.0,no,no,no,,low_priority
paper_0024,97/01138 Simultaneous carbon dioxide and steam reforming of methane to syngas over NiOCaO catalyst,,1997,Fuel and Energy Abstracts,10.1016/s0140-6701(97)82906-2,,crossref,unclear,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,50,65.0,no,no,no,,low_priority
paper_0026,Kinetic studies of methane steam reforming on ceria-supported Pd,Radu Crăciun,1998,Catalysis Letters,10.1023/a:1019022009310,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,50,65.0,no,no,no,,low_priority
paper_0030,Steam reforming of methane in membrane reactors: comparison of electroless-plating and CVD membranes and catalyst packing modes,Eiichi Kikuchi,2000,Catalysis Today,10.1016/s0920-5861(99)00264-3,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,50,65.0,no,no,no,,low_priority
paper_0032,Catalytic activity of Ni–YSZ–CeO2 anode for the steam reforming of methane in a direct internal-reforming solid oxide fuel cell,Nobuyoshi Nakagawa,2001,Journal of Power Sources,10.1016/s0378-7753(00)00508-5,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,65,65,65.0,no,no,yes,,low_priority
paper_0034,Highly stable Ni catalyst supported on Ce–ZrO2 for oxy-steam reforming of methane,Hyun‐Seog Roh,2001,Catalysis Letters,10.1023/a:1016699317421,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,50,65.0,no,no,no,,low_priority
paper_0048,Highly active and stable Rh/MgOAl2O3 catalysts for methane steam reforming,Y. Wang,2004,Catalysis Today,10.1016/j.cattod.2004.09.011,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,50,65.0,no,no,no,,low_priority
paper_0050,05/00609 Dissociation of vibrationally excited methane on Ni catalyst: Part 1. application to methane steam reforming,,2005,Fuel and Energy Abstracts,10.1016/s0140-6701(05)80612-5,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,50,65.0,no,no,no,,low_priority
paper_0057,Kinetics of steam reforming of methane on Ru/Al2O3 catalyst promoted with Mn oxides,Alexander Berman,2005,Applied Catalysis A General,10.1016/j.apcata.2004.12.003,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,50,65.0,no,no,no,,low_priority
paper_0063,Cobalt catalysts prepared from hydrotalcite precursors and tested in methane steam reforming,Alessandra Fonseca Lucrédio,2006,Journal of Power Sources,10.1016/j.jpowsour.2005.10.108,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,50,65.0,no,no,no,,low_priority
paper_0064,Ni-Cu/samaria-doped ceria catalysts for steam reforming of methane in the presence of carbon dioxide,Ta-Jen Huang,2006,Applied Catalysis A General,10.1016/j.apcata.2006.02.027,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,50,65.0,no,no,no,,low_priority
paper_0065,Ru-doped Ni catalysts effective for the steam reforming of methane without the pre-reduction treatment with H2,Jin Hyeok Jeong,2006,Applied Catalysis A General,10.1016/j.apcata.2005.12.007,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,50,65.0,no,no,no,,low_priority
