paper_id,title,first_author,publication_year,journal,doi,abstract_or_summary,source_api,is_open_access,has_abstract,has_fulltext,document_type,retrieval_query,retrieval_date,screening_status,screening_notes,normalized_title,dedup_key_doi,dedup_key_title_year,duplicate_resolution_basis,master_screening_bucket,non_target_flag,journal_impact_factor_year,journal_impact_factor,journal_quartile,journal_metrics_source,journal_metrics_notes,needs_manual_journal_check
paper_0130,Steam reforming of methane in a bench-scale membrane reactor at realistic working conditions,M. Šarić,2012.0,Catalysis Today,10.1016/j.cattod.2012.04.009,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,steam reforming of methane in a bench scale membrane reactor at realistic working conditions,10.1016/j.cattod.2012.04.009,steam reforming of methane in a bench scale membrane reactor at realistic working conditions::2012.0,,candidate,no,2025,5.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/catalysis-today,no
paper_0111,Carbon formation and steam reforming of methane on silica supported nickel catalysts,Xueyan Guo,2011.0,Catalysis Communications,10.1016/j.catcom.2011.12.031,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,carbon formation and steam reforming of methane on silica supported nickel catalysts,10.1016/j.catcom.2011.12.031,carbon formation and steam reforming of methane on silica supported nickel catalysts::2011.0,,candidate,no,,,,,,yes
paper_0112,Hydrogen production from methane and natural gas steam reforming in conventional and microreactor reaction systems,Urko Izquierdo,2011.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2011.11.048,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,hydrogen production from methane and natural gas steam reforming in conventional and microreactor reaction systems,10.1016/j.ijhydene.2011.11.048,hydrogen production from methane and natural gas steam reforming in conventional and microreactor reaction systems::2011.0,,candidate,no,2025,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no
paper_0113,Low temperature steam reforming of methane over Ni–Ce(1−)Zr()O2 catalysts under severe conditions,Hyun‐Seog Roh,2011.0,Renewable Energy,10.1016/j.renene.2011.08.013,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || SRM catalyst methane || methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,low temperature steam reforming of methane over ni ce 1 zr o2 catalysts under severe conditions,10.1016/j.renene.2011.08.013,low temperature steam reforming of methane over ni ce 1 zr o2 catalysts under severe conditions::2011.0,,candidate,no,,,,,,yes
paper_0114,Low temperature steam reforming of methane over metal catalyst supported on CexZr1−xO2 in an electric field,Yasushi Sekine,2011.0,Catalysis Today,10.1016/j.cattod.2011.03.076,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,low temperature steam reforming of methane over metal catalyst supported on cexzr1 xo2 in an electric field,10.1016/j.cattod.2011.03.076,low temperature steam reforming of methane over metal catalyst supported on cexzr1 xo2 in an electric field::2011.0,,candidate,no,2025,5.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/catalysis-today,no
paper_0115,Methane Steam Reforming Over Ni/NiAl2O4 Catalyst: The Effect of Steam-to-Methane Ratio,Sprung,2011.0,Topics in Catalysis,10.1007/s11244-011-9726-6,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,methane steam reforming over ni nial2o4 catalyst the effect of steam to methane ratio,10.1007/s11244-011-9726-6,methane steam reforming over ni nial2o4 catalyst the effect of steam to methane ratio::2011.0,,candidate,no,,,,,,yes
paper_0116,Methane Steam Reforming Reaction Behaviour in a Packed Bed Membrane Reactor,Chibane,2011.0,International Journal of Chemical Engineering and Applications,10.7763/ijcea.2011.v2.93,,crossref,unclear,no,no,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,methane steam reforming reaction behaviour in a packed bed membrane reactor,10.7763/ijcea.2011.v2.93,methane steam reforming reaction behaviour in a packed bed membrane reactor::2011.0,,candidate,no,,,,,,yes
paper_0117,Optimizing the catalyst distribution for countercurrent methane steam reforming in plate reactors,Zanfir,2011.0,AIChE Journal,10.1002/aic.12474,"Abstract Microscale autothermal reactors remain one of the most promising technologies for efficient hydrogen generation. The typical reactor design alternates microchannels where reforming and catalytic combustion of methane occur, so that exothermic and endothermic reactions take place in close proximity. The influence of flow arrangement on the autothermal coupling of methane steam reforming and methane catalytic combustion in catalytic plate reactors is investigated. The reactor thermal behavior and performance for cocurrent and countercurrent are simulated and compared. A partial overlapping of the catalyst zones in adjacent exothermic and endothermic channels is shown to avoid both severe temperature excursions and reactor extinction. Using an innovative, optimization‐based approach for determining the catalyst zone overlap, a solution is provided to the problem of determining the maximum reactor conversion within specified temperature bounds, designed to preserve reactor integrity and operational safety. © 2010 American Institute of Chemical Engineers AIChE J, 2011",crossref,unclear,yes,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,optimizing the catalyst distribution for countercurrent methane steam reforming in plate reactors,10.1002/aic.12474,optimizing the catalyst distribution for countercurrent methane steam reforming in plate reactors::2011.0,,non_target_flagged,yes,,,,,,yes
paper_0118,Pilot Study on the Use of Methane Steam Reforming Catalyst in Molten Car-bonate Fuel Cell,LI,2011.0,CHINESE JOURNAL OF CATALYSIS (CHINESE VERSION),10.3724/sp.j.1088.2011.00637,,crossref,unclear,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,pilot study on the use of methane steam reforming catalyst in molten car bonate fuel cell,10.3724/sp.j.1088.2011.00637,pilot study on the use of methane steam reforming catalyst in molten car bonate fuel cell::2011.0,,candidate,no,,,,,,yes
paper_0119,Progresses in the Preparation of Coke Resistant Ni‐based Catalyst for Steam and CO<sub>2</sub> Reforming of Methane,Changjun Liu,2011.0,ChemCatChem,10.1002/cctc.201000358,"Abstract Steam reforming of methane is an extremely important process for the hydrogen and syngas production. Nickel‐based catalysts have been extensively employed in the industrial process of steam reforming because of their high activity, low cost, and the plentiful supply of Nickel. Nickel‐based catalysts have also shown high activity for CO 2 reforming of methane, which has been considered as a good option, with consumption of a significant amount of carbon dioxide. However, a major challenge is that Ni catalysts have a high thermodynamic potential for coke formation during reforming reactions. For steam reforming, coke formation induces deactivation of the catalyst, especially if the carbon forms as carbon filaments. The filamentous carbon material has a high mechanical strength and can cause mechanical deformation of the catalyst. For CO 2 reforming, coke formation over Ni catalyst is even more serious and leads to rapid deactivation of the catalyst. It is highly desired to design and synthesize a coke resistant Ni catalyst not only for reforming of methane, but also for reforming of other hydrocarbons (including biomass derived hydrocarbons). Herein we summarize the very recent progresses in the design, synthesis, and characterization of coke resistant Ni catalysts for steam and CO 2 reforming of methane. The progresses in the use of promoters, in the effect of supporting materials and in the preparation methods have been discussed. The thermal stability, regeneration, and future development of coke resistant Ni catalysts for these processes are also briefly addressed.",openalex,no,yes,yes,journal_article,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,progresses in the preparation of coke resistant ni based catalyst for steam and co sub 2 sub reforming of methane,10.1002/cctc.201000358,progresses in the preparation of coke resistant ni based catalyst for steam and co sub 2 sub reforming of methane::2011.0,,candidate,no,,,,,,yes
paper_0120,Ru/Ni/MgAl2O4 catalysts for steam reforming of methane: effects of Ru content on self-activation property,Seung-Chan Baek,2011.0,Research on Chemical Intermediates,10.1007/s11164-011-0462-0,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,ru ni mgal2o4 catalysts for steam reforming of methane effects of ru content on self activation property,10.1007/s11164-011-0462-0,ru ni mgal2o4 catalysts for steam reforming of methane effects of ru content on self activation property::2011.0,,candidate,no,,,,,,yes
paper_0121,Steam Reforming of Methane Over Nickel: Development of a Multi-Step Surface Reaction Mechanism,Lubow Maier,2011.0,Topics in Catalysis,10.1007/s11244-011-9702-1,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,steam reforming of methane over nickel development of a multi step surface reaction mechanism,10.1007/s11244-011-9702-1,steam reforming of methane over nickel development of a multi step surface reaction mechanism::2011.0,,candidate,no,,,,,,yes
paper_0122,Steam reforming of methane over Ni catalyst in micro-channel reactor,Xuli Zhai,2011.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2011.03.065,,openalex,no,no,yes,journal_article,SRM catalyst methane || methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,steam reforming of methane over ni catalyst in micro channel reactor,10.1016/j.ijhydene.2011.03.065,steam reforming of methane over ni catalyst in micro channel reactor::2011.0,,candidate,no,2025,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no
paper_0123,Steam reforming of methane to syngas over NiAl2O4 spinel catalysts,N. Salhi,2011.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2010.11.071,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,steam reforming of methane to syngas over nial2o4 spinel catalysts,10.1016/j.ijhydene.2010.11.071,steam reforming of methane to syngas over nial2o4 spinel catalysts::2011.0,,candidate,no,2025,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no
paper_0124,Thermal and hydrothermal stability of a metal monolithic anodic alumina support for steam reforming of methane,Yu Guo,2011.0,Chemical Engineering Journal,10.1016/j.cej.2011.01.036,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,thermal and hydrothermal stability of a metal monolithic anodic alumina support for steam reforming of methane,10.1016/j.cej.2011.01.036,thermal and hydrothermal stability of a metal monolithic anodic alumina support for steam reforming of methane::2011.0,,candidate,no,2025,13.2,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/chemical-engineering-journal,no
paper_0125,Thermodynamic and experimental study of combined dry and steam reforming of methane on Ru/ ZrO2-La2O3 catalyst at low temperature,M.A. Soria,2011.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2011.08.117,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,thermodynamic and experimental study of combined dry and steam reforming of methane on ru zro2 la2o3 catalyst at low temperature,10.1016/j.ijhydene.2011.08.117,thermodynamic and experimental study of combined dry and steam reforming of methane on ru zro2 la2o3 catalyst at low temperature::2011.0,,candidate,no,2025,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no
paper_0098,CFD simulation with detailed chemistry of steam reforming of methane for hydrogen production in an integrated micro-reactor,Xuli Zhai,2010.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2010.03.034,,openalex,no,no,yes,journal_article,SRM catalyst methane || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,cfd simulation with detailed chemistry of steam reforming of methane for hydrogen production in an integrated micro reactor,10.1016/j.ijhydene.2010.03.034,cfd simulation with detailed chemistry of steam reforming of methane for hydrogen production in an integrated micro reactor::2010.0,,candidate,no,2025,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no
paper_0099,Catalytic performance of Ni catalysts for steam reforming of methane at high space velocity,Xuli Zhai,2010.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2010.10.053,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || SRM catalyst methane || methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,catalytic performance of ni catalysts for steam reforming of methane at high space velocity,10.1016/j.ijhydene.2010.10.053,catalytic performance of ni catalysts for steam reforming of methane at high space velocity::2010.0,,candidate,no,2025,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no
paper_0100,"Designing Pt nanoparticles supported on CeO2–Al2O3: Synthesis, characterization and catalytic properties in the steam reforming and partial oxidation of methane",P.J.S. Prieto,2010.0,Journal of Catalysis,10.1016/j.jcat.2010.09.025,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,designing pt nanoparticles supported on ceo2 al2o3 synthesis characterization and catalytic properties in the steam reforming and partial oxidation of methane,10.1016/j.jcat.2010.09.025,designing pt nanoparticles supported on ceo2 al2o3 synthesis characterization and catalytic properties in the steam reforming and partial oxidation of methane::2010.0,,non_target_flagged,yes,2025,6.5,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/journal-of-catalysis,no
paper_0101,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,D. Hari Prasad,2010.0,Applied Catalysis B: Environmental,10.1016/j.apcatb.2010.10.026,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,effect of nickel nano particle sintering on methane reforming activity of ni cgo cermet anodes for internal steam reforming sofcs,10.1016/j.apcatb.2010.10.026,effect of nickel nano particle sintering on methane reforming activity of ni cgo cermet anodes for internal steam reforming sofcs::2010.0,,candidate,no,2025,21.1,,manual_lookup,Current official ScienceDirect journal title is Applied Catalysis B: Environment and Energy; metric captured on 2026-04-27; https://www.sciencedirect.com/journal/applied-catalysis-b-environment-and-energy,no
paper_0102,Efficient Utilization of Greenhouse Gas in a Gas-to-Liquids Process Combined with Carbon Dioxide Reforming of Methane,Kyoung‐Su Ha,2010.0,Environmental Science & Technology,10.1021/es902784x,"A process model for a gas-to-liquids (GTL) process mainly producing Fischer-Tropsch (FT) synthetic oils has been developed to assess the effects of reforming methods, recycle ratio of unreacted syngas mixture on the process efficiency and the greenhouse gas (GHG) emission. The reforming unit of our study is composed of both steam reforming of methane (SRM) and carbon dioxide reforming of methane (CDR) to form syngas, which gives composition flexibility, reduction in GHG emission, and higher cost-competitiveness. With recycling, it is found that zero emission of CO(2) from the process can be realized and the required amount of natural gas (NG) can be significantly reduced. This GTL process model has been built by using Aspen Plus software, and it is mainly composed of a feeding unit, a reforming unit, an FT synthesis unit, several separation units and a recycling unit. The composition flexibility of the syngas mixture due to the two different types of reforming reactions raises an issue that in order to attain the optimized feed composition of FT synthesis the amount of flow rate of each component in the fresh feed mixture should be determined considering the effects of the recycle and its split ratio. In the FT synthesis unit, the 15 representative reactions for the chain growth and water gas shift on the cobalt-based catalyst are considered. After FT synthesis, the unreacted syngas mixture is recycled to the reforming unit or the FT synthesis unit or both to enhance process efficiency. The effect of the split ratio, the recycle flow rate to the FT reactor over the recycle flow rate to the reforming unit, on the efficiency of the process was also investigated. This work shows that greater recycle to the reforming unit is less effective than that to the FT synthesis unit from the standpoint of the net heat efficiency of the process, since the reforming reactions are greatly endothermic and greater recycle to the reformer requires more energy.",openalex,no,yes,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,efficient utilization of greenhouse gas in a gas to liquids process combined with carbon dioxide reforming of methane,10.1021/es902784x,efficient utilization of greenhouse gas in a gas to liquids process combined with carbon dioxide reforming of methane::2010.0,,candidate,no,,,,,,yes
paper_0103,H2 production by low pressure methane steam reforming in a Pd–Ag membrane reactor over a Ni-based catalyst: Experimental and modeling,Adolfo Iulianelli,2010.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2010.06.049,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,h2 production by low pressure methane steam reforming in a pd ag membrane reactor over a ni based catalyst experimental and modeling,10.1016/j.ijhydene.2010.06.049,h2 production by low pressure methane steam reforming in a pd ag membrane reactor over a ni based catalyst experimental and modeling::2010.0,,candidate,no,2025,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no
paper_0104,Hydrogen and syngas production from two-step steam reforming of methane over CeO2-Fe2O3 oxygen carrier,Xing Zhu,2010.0,Journal of Rare Earths,10.1016/s1002-0721(09)60225-8,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,hydrogen and syngas production from two step steam reforming of methane over ceo2 fe2o3 oxygen carrier,10.1016/s1002-0721(09)60225-8,hydrogen and syngas production from two step steam reforming of methane over ceo2 fe2o3 oxygen carrier::2010.0,,candidate,no,,,,,,yes
paper_0105,Kinetic of methane steam reforming reaction over nickel- and rhodium-based catalysts,M. Zeppieri,2010.0,Applied Catalysis A General,10.1016/j.apcata.2010.08.017,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,kinetic of methane steam reforming reaction over nickel and rhodium based catalysts,10.1016/j.apcata.2010.08.017,kinetic of methane steam reforming reaction over nickel and rhodium based catalysts::2010.0,,candidate,no,2025,4.8,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/applied-catalysis-a-general,no
paper_0106,Photocatalytic Steam Reforming of Methane over Sodium Tantalate,Katsuya Shimura,2010.0,The Journal of Physical Chemistry C,10.1021/jp902761x,"Photocatalytic steam reforming of methane (CH4 + 2H2O → 4H2 + CO2) was examined over modified and unmodified sodium tantalate photocatalysts around room temperature. The activity of the photocatalysts was much influenced by metal cation doped into the bulk of NaTaO3, the crystallites size of NaTaO3, and metal nanoparticles loaded on the surface. The highest activity was obtained over the NaTaO3 doped with La3+, where a moderate amount of La3+ should substitute for Na+ without distorting the crystal structure of NaTaO3. The large crystallites size was a more important factor than the high surface area for higher photocatalytic activity of NaTaO3:La. These factors such as doping and large crystallites should increase the density and the mobility of the photoexcited carriers to improve the intrinsic photocatalytic activity. A moderate amount of Pt nanoparticles loaded on NaTaO3:La most enhanced the activity among the examined metal particles, which would contribute to not only separation of excited electrons from holes and the successive hydrogen production but also methane activation during reaction with water or holes. The heat treatment after the addition of Pt, which probably formed the practical metal−semiconductor junction, was required for a high and stable photocatalytic activity. The best photocatalyst, Pt/NaTaO3:La(2%), exhibited more than two times higher activity than Pt/TiO2 did. The photocatalytic reaction lasted for a long time without deactivation. The effect of reaction conditions such as reaction temperature, feed gas composition, and light intensity on the catalytic performance was systematically optimized, and the highest H2 production rate reached 4.5 μmol min−1 (270 μmol h−1), corresponding to 0.6% methane conversion and 11% water conversion, which exceeded the equilibrium conversion. The apparent quantum yield in the range of 240−270 nm for the hydrogen production was estimated to be 30% when the irradiation light intensity was 2 mW cm−2, which was higher than that of the photocatalytic water-splitting system employing NiO/NaTaO3:La.",openalex,no,yes,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,photocatalytic steam reforming of methane over sodium tantalate,10.1021/jp902761x,photocatalytic steam reforming of methane over sodium tantalate::2010.0,,candidate,no,2025,3.2,,manual_lookup,Official ACS journal about page surfaced via search on 2026-04-27; https://pubs.acs.org/page/jpccck/about.html,no
paper_0107,Preparation of supported Ni catalysts on various metal oxides with core/shell structures and their tests for the steam reforming of methane,Hyowon Kim,2010.0,Chemical Engineering Journal,10.1016/j.cej.2010.11.045,,openalex,no,no,yes,journal_article,SRM catalyst methane || methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,preparation of supported ni catalysts on various metal oxides with core shell structures and their tests for the steam reforming of methane,10.1016/j.cej.2010.11.045,preparation of supported ni catalysts on various metal oxides with core shell structures and their tests for the steam reforming of methane::2010.0,,candidate,no,2025,13.2,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/chemical-engineering-journal,no
paper_0109,Suppression of carbon formation in steam reforming of methane by addition of Co into Ni/ZrO2 catalysts,D. Harshini,2010.0,Korean Journal of Chemical Engineering,10.1007/s11814-010-0095-9,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,suppression of carbon formation in steam reforming of methane by addition of co into ni zro2 catalysts,10.1007/s11814-010-0095-9,suppression of carbon formation in steam reforming of methane by addition of co into ni zro2 catalysts::2010.0,,candidate,no,,,,,,yes
paper_0110,Thermodynamic equilibrium analysis of combined carbon dioxide reforming with steam reforming of methane to synthesis gas,Şeyma Özkara-Aydınoğlu,2010.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2010.08.134,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,thermodynamic equilibrium analysis of combined carbon dioxide reforming with steam reforming of methane to synthesis gas,10.1016/j.ijhydene.2010.08.134,thermodynamic equilibrium analysis of combined carbon dioxide reforming with steam reforming of methane to synthesis gas::2010.0,,candidate,no,2025,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no
paper_0087,"Co/Mg/Al hydrotalcite-type precursor, promoted with La and Ce, studied by XPS and applied to methane steam reforming reactions",Alessandra Fonseca Lucrédio,2009.0,Applied Surface Science,10.1016/j.apsusc.2009.01.020,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,co mg al hydrotalcite type precursor promoted with la and ce studied by xps and applied to methane steam reforming reactions,10.1016/j.apsusc.2009.01.020,co mg al hydrotalcite type precursor promoted with la and ce studied by xps and applied to methane steam reforming reactions::2009.0,,candidate,no,2025,6.9,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/applied-surface-science,no
paper_0088,Comparative study of the kinetics of methane steam reforming on supported Ni and Sn/Ni alloy catalysts: The impact of the formation of Ni alloy on chemistry,Eranda Nikolla,2009.0,Journal of Catalysis,10.1016/j.jcat.2009.02.006,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,comparative study of the kinetics of methane steam reforming on supported ni and sn ni alloy catalysts the impact of the formation of ni alloy on chemistry,10.1016/j.jcat.2009.02.006,comparative study of the kinetics of methane steam reforming on supported ni and sn ni alloy catalysts the impact of the formation of ni alloy on chemistry::2009.0,,candidate,no,2025,6.5,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/journal-of-catalysis,no
paper_0089,Inhibition of methane formation in steam reforming reactions through modification of Ni catalyst and the reactants,Hu,2009.0,Green Chemistry,10.1039/b814009j,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,inhibition of methane formation in steam reforming reactions through modification of ni catalyst and the reactants,10.1039/b814009j,inhibition of methane formation in steam reforming reactions through modification of ni catalyst and the reactants::2009.0,,candidate,no,,,,,,yes
paper_0090,Methane steam reforming in a microchannel reactor for GTL intensification: A computational fluid dynamics simulation study,Gurutze Arzamendi,2009.0,Chemical Engineering Journal,10.1016/j.cej.2009.01.035,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,methane steam reforming in a microchannel reactor for gtl intensification a computational fluid dynamics simulation study,10.1016/j.cej.2009.01.035,methane steam reforming in a microchannel reactor for gtl intensification a computational fluid dynamics simulation study::2009.0,,candidate,no,2025,13.2,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/chemical-engineering-journal,no
paper_0091,Methane steam reforming in large pore catalyst,Eduardo L.G. Oliveira,2009.0,Chemical Engineering Science,10.1016/j.ces.2009.10.018,,crossref;openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,methane steam reforming in large pore catalyst,10.1016/j.ces.2009.10.018,methane steam reforming in large pore catalyst::2009.0,,candidate,no,2025,4.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/chemical-engineering-science,no
paper_0092,Ni catalysts with Mo promoter for methane steam reforming,S.S. Maluf,2009.0,Fuel,10.1016/j.fuel.2009.03.025,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,ni catalysts with mo promoter for methane steam reforming,10.1016/j.fuel.2009.03.025,ni catalysts with mo promoter for methane steam reforming::2009.0,,candidate,no,2025,7.5,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/fuel,no
paper_0093,Ni@SiO<sub>2</sub>yolk-shell nanoreactor catalysts: High temperature stability and recyclability,Ji Chan Park,2009.0,Journal of Materials Chemistry,10.1039/b918446e,"Nickel-based catalysts have been good candidates for steam reforming of methane, but their stability has been restricted due to the agglomeration among particles at high temperature. In the present work, a new type of Ni@SiO2 yolk-shell nanoreactor framework comprising Ni cores inside hollow silica shells has been prepared through direct silica coating and subsequent selective etching of the metal cores. This nanoreactor framework is remarkably stable at high temperatures up to 973 K, because the silica hollow shells around the nickel cores essentially block particle sintering. The Ni@SiO2 nanoreactor structure is employed as a model catalyst for the steam methane reforming reaction. The catalysts exhibit a continuous conversion rate of methane and hydrogen, and significantly enhanced stability at high temperatures, leading to high recyclability without loss of catalytic activity. These reaction properties are superior to Ni/MCF catalysts, and comparable with state-of-the-art commercial catalysts. This catalyst design can be generalized for other bifunctional systems, such as Co@SiO2 and Fe@SiO2.",openalex,no,yes,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,ni sio sub 2 sub yolk shell nanoreactor catalysts high temperature stability and recyclability,10.1039/b918446e,ni sio sub 2 sub yolk shell nanoreactor catalysts high temperature stability and recyclability::2009.0,,candidate,no,,,,,,yes
paper_0094,Performance of La1−xCexFe0.7Ni0.3O3 perovskite catalysts for methane steam reforming,Sang Ok Choi,2009.0,Catalysis Today,10.1016/j.cattod.2009.02.023,,openalex,no,no,yes,journal_article,SRM catalyst methane || methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,performance of la1 xcexfe0 7ni0 3o3 perovskite catalysts for methane steam reforming,10.1016/j.cattod.2009.02.023,performance of la1 xcexfe0 7ni0 3o3 perovskite catalysts for methane steam reforming::2009.0,,candidate,no,2025,5.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/catalysis-today,no
